transaction_id,profile_id,date_of_booking,date_of_service_requested,source,slot of booking (hour of the day)
UOTKE,15213,10/28/2018,11/2/2018,D,10
YAIIX,15214,7/24/2018,7/26/2018,D,13
RKNCK,15215,5/10/2018,5/10/2018,A,16
VBVLD,15216,4/3/2018,4/5/2018,D,8
ZUKSS,15216,4/27/2018,4/30/2018,A,13
LYXBK,15217,1/20/2018,1/24/2018,A,14
UJLEY,15217,6/11/2018,6/16/2018,D,14
CTSTL,15217,7/15/2018,7/16/2018,C,17
TQPGU,15217,11/30/2018,12/5/2018,B,7
XXYOY,15218,8/24/2018,8/26/2018,C,13
BZLKA,15219,12/6/2017,12/10/2017,B,16
QHULX,15219,3/21/2018,3/25/2018,A,11
ARQQB,15220,8/17/2018,8/17/2018,B,16
YJECP,15221,8/26/2018,8/26/2018,D,13
WOEGZ,15222,12/24/2017,12/29/2017,B,6
HEPCN,15222,2/15/2018,2/20/2018,C,11
MTGNY,15222,4/30/2018,5/2/2018,A,14
UTRMB,15223,4/16/2018,4/20/2018,D,14
RVJHQ,15223,9/14/2018,9/16/2018,C,11
ULVFZ,15224,1/20/2018,1/24/2018,C,13
DDBBA,15225,8/23/2018,8/27/2018,C,12
DKAVS,15226,1/13/2018,1/17/2018,B,7
GTRRF,15226,1/23/2018,1/24/2018,B,19
PJCZH,15226,4/9/2018,4/12/2018,B,14
MMMIS,15226,9/19/2018,9/23/2018,B,14
HGOHX,15226,11/22/2018,11/23/2018,C,18
SRKFH,15227,7/14/2018,7/18/2018,B,19
ZIRYR,15228,6/17/2018,6/22/2018,A,13
ACUGN,15229,6/17/2018,6/18/2018,D,11
MEIVI,15230,12/2/2017,12/6/2017,A,14
ZUJJC,15230,5/18/2018,5/21/2018,D,13
MNZPZ,15231,12/24/2017,12/26/2017,B,14
QVFOC,15232,5/4/2018,5/4/2018,B,7
NBRWI,15232,5/6/2018,5/10/2018,B,14
TZXIQ,15233,3/30/2018,3/30/2018,D,19
ZJISU,15234,8/21/2018,8/21/2018,C,13
NDRXF,15235,3/22/2018,3/24/2018,C,14
VNXSB,15236,12/19/2017,12/20/2017,B,11
EWKWO,15236,1/1/2018,1/5/2018,C,7
OFSKL,15236,3/17/2018,3/20/2018,D,14
FFIUU,15236,4/27/2018,4/28/2018,C,12
JSADJ,15236,5/9/2018,5/12/2018,C,14
NQXEY,15236,5/19/2018,5/21/2018,B,14
YDMKY,15236,6/1/2018,6/3/2018,B,13
CLDAY,15236,7/5/2018,7/8/2018,B,16
QUTXQ,15236,7/16/2018,7/21/2018,B,12
XXKDZ,15236,7/31/2018,7/31/2018,D,13
CGOKZ,15236,10/1/2018,10/4/2018,D,9
NDOTS,15237,4/25/2018,4/25/2018,A,14
TCNHJ,15238,2/23/2018,2/27/2018,C,8
XPJEO,15239,12/3/2017,12/6/2017,A,13
WZVNY,15240,3/2/2018,3/2/2018,A,17
ISVIR,15240,3/9/2018,3/11/2018,B,14
KWQUU,15240,4/17/2018,4/22/2018,C,14
NYTRE,15240,7/17/2018,7/19/2018,C,14
TPBFP,15240,10/31/2018,11/4/2018,C,16
WJYPK,15241,3/7/2018,3/11/2018,A,14
VCYNO,15241,5/7/2018,5/11/2018,C,14
MDNWG,15241,7/9/2018,7/10/2018,A,14
YNXKO,15241,8/2/2018,8/4/2018,B,13
VJQBG,15241,9/27/2018,9/28/2018,C,19
GQKYF,15241,11/9/2018,11/10/2018,C,13
BLWVK,15242,12/11/2017,12/14/2017,C,9
AMJTL,15243,12/23/2017,12/25/2017,A,10
UXAIM,15244,11/13/2018,11/18/2018,B,14
KYBYI,15245,6/2/2018,6/6/2018,B,14
GKMFY,15246,7/23/2018,7/24/2018,A,12
IMRUF,15247,8/10/2018,8/15/2018,C,14
OFYVV,15248,5/9/2018,5/12/2018,B,14
NBZTQ,15249,9/21/2018,9/21/2018,C,14
ZYBVO,15249,11/30/2018,12/4/2018,C,13
NDGWR,15250,1/11/2018,1/15/2018,C,14
LXLMM,15251,4/24/2018,4/26/2018,B,14
YDYAX,15252,5/29/2018,6/2/2018,B,13
TFSDH,15253,3/26/2018,3/26/2018,A,12
TNKSU,15254,1/26/2018,1/28/2018,B,6
OSPAM,15255,5/10/2018,5/13/2018,B,14
VQXFC,15255,11/11/2018,11/12/2018,C,15
XOTMW,15256,1/27/2018,1/27/2018,D,17
YAGZM,15257,11/13/2018,11/15/2018,B,13
ZBVZQ,15258,11/29/2018,12/3/2018,C,13
WQMJH,15259,10/2/2018,10/7/2018,B,12
DHZBU,15260,1/14/2018,1/16/2018,D,11
HJWAN,15261,6/1/2018,6/4/2018,C,10
NABCY,15262,4/25/2018,4/27/2018,C,14
KZVYP,15263,10/13/2018,10/17/2018,C,14
DYUCZ,15264,8/9/2018,8/9/2018,D,8
OTIRG,15265,5/8/2018,5/12/2018,D,14
PWTQA,15266,6/1/2018,6/3/2018,A,11
SIRDW,15267,7/29/2018,8/2/2018,A,15
LXCTI,15267,11/25/2018,11/29/2018,A,14
PRLZR,15268,6/24/2018,6/25/2018,D,18
QFMYO,15268,10/26/2018,10/30/2018,B,12
WODHE,15269,10/24/2018,10/25/2018,D,14
FGBKB,15270,2/20/2018,2/20/2018,C,16
BDLWK,15271,8/3/2018,8/5/2018,C,12
QYKBF,15272,9/25/2018,9/29/2018,D,7
LQLRM,15273,3/19/2018,3/23/2018,D,14
OBVMQ,15274,2/28/2018,3/5/2018,B,14
EDKCL,15274,3/8/2018,3/13/2018,C,16
ISDAO,15275,1/24/2018,1/24/2018,C,14
HGUSM,15276,4/28/2018,5/2/2018,D,14
ZLGNW,15277,9/13/2018,9/18/2018,A,13
QTSRT,15278,3/22/2018,3/24/2018,B,14
VWJXK,15279,2/22/2018,2/25/2018,A,8
RZSHZ,15280,12/1/2017,12/1/2017,A,14
JWBCE,15280,4/24/2018,4/26/2018,C,14
VNBXN,15281,12/5/2017,12/9/2017,A,14
NPZEY,15282,12/25/2017,12/26/2017,A,14
PSIUT,15283,4/15/2018,4/16/2018,B,11
SFLOT,15284,5/8/2018,5/10/2018,C,12
OKGKB,15285,9/23/2018,9/28/2018,D,14
YOQLH,15286,11/21/2018,11/21/2018,A,13
XNMNV,15287,10/19/2018,10/20/2018,C,6
VATES,15288,6/28/2018,6/30/2018,A,14
AJSZC,15289,3/12/2018,3/17/2018,C,17
NLBSD,15290,2/1/2018,2/3/2018,A,14
UDVSZ,15291,8/17/2018,8/18/2018,D,10
VCSZR,15292,11/20/2018,11/20/2018,A,19
PURML,15293,12/23/2017,12/26/2017,C,8
FTFII,15294,9/9/2018,9/11/2018,B,18
IHJFE,15295,6/9/2018,6/13/2018,D,14
DNNLR,15296,2/17/2018,2/19/2018,C,14
TFBQP,15297,11/30/2018,12/1/2018,A,15
JPXQQ,15298,1/26/2018,1/31/2018,C,14
HYTMD,15299,3/15/2018,3/19/2018,C,18
SCWVP,15300,8/3/2018,8/4/2018,A,9
SVOEA,15301,2/13/2018,2/17/2018,C,6
PRKAY,15301,8/3/2018,8/8/2018,A,6
JADFU,15301,8/19/2018,8/19/2018,D,14
YYMSC,15301,11/22/2018,11/26/2018,D,13
AFLFP,15302,8/9/2018,8/10/2018,C,19
YLSEC,15303,1/1/2018,1/4/2018,C,13
XZGZT,15303,4/11/2018,4/16/2018,A,13
XNTXV,15303,5/22/2018,5/26/2018,A,14
CNARV,15303,6/11/2018,6/11/2018,C,14
MROEQ,15303,10/27/2018,10/28/2018,D,14
QKHDD,15303,11/9/2018,11/11/2018,D,8
WHJBO,15304,12/29/2017,1/2/2018,C,10
KQASF,15304,11/28/2018,12/2/2018,C,14
BOYMP,15305,7/19/2018,7/23/2018,C,17
YMWXY,15306,7/27/2018,7/28/2018,B,13
BVOKA,15307,7/31/2018,8/5/2018,C,9
CBIEM,15308,10/21/2018,10/26/2018,C,16
TUFFT,15309,7/5/2018,7/8/2018,B,12
XUVOG,15310,7/22/2018,7/23/2018,B,13
ESBFT,15310,9/12/2018,9/15/2018,C,18
OMCAR,15311,10/12/2018,10/16/2018,A,14
HAOQF,15312,8/21/2018,8/24/2018,D,15
MMQFF,15312,10/1/2018,10/3/2018,C,14
OYRJI,15313,12/17/2017,12/22/2017,B,14
XKHWX,15314,12/10/2017,12/14/2017,D,18
XQSNE,15315,5/7/2018,5/7/2018,A,13
AYRAT,15316,11/21/2018,11/22/2018,C,10
JHYBX,15317,5/20/2018,5/20/2018,D,14
FKQHI,15318,12/17/2017,12/17/2017,C,7
MRHVH,15319,12/1/2017,12/4/2017,D,14
MSHXT,15319,1/10/2018,1/13/2018,C,14
EKCZC,15319,2/15/2018,2/19/2018,C,18
MAESL,15319,3/9/2018,3/13/2018,D,14
TUQAH,15319,4/28/2018,4/28/2018,A,18
NCXDB,15319,5/23/2018,5/28/2018,A,14
YCNBW,15320,6/17/2018,6/21/2018,B,13
UFDSY,15320,7/7/2018,7/12/2018,A,14
UQGKD,15321,3/30/2018,4/4/2018,B,16
FSAEI,15322,2/4/2018,2/4/2018,B,8
WGGQA,15322,8/6/2018,8/10/2018,D,16
KKKJR,15323,2/16/2018,2/16/2018,B,14
CMGTV,15324,10/27/2018,10/27/2018,C,9
SMAAV,15325,3/24/2018,3/28/2018,D,15
RPPDK,15325,5/21/2018,5/22/2018,B,11
UUZUZ,15325,6/13/2018,6/18/2018,A,13
GWWHA,15325,11/3/2018,11/6/2018,D,6
NPSVD,15325,11/29/2018,11/30/2018,D,14
FGDOA,15326,6/24/2018,6/26/2018,C,19
EYBTS,15327,5/27/2018,5/28/2018,D,15
GLFKC,15328,3/26/2018,3/28/2018,A,12
PBOKL,15329,2/20/2018,2/22/2018,B,14
ABHMZ,15330,12/31/2017,1/5/2018,C,11
GWYDP,15330,6/15/2018,6/15/2018,D,14
MGXGG,15331,1/9/2018,1/12/2018,D,14
FXVVU,15332,3/2/2018,3/6/2018,C,16
JFTFC,15333,4/1/2018,4/4/2018,B,14
RZFIY,15333,5/17/2018,5/18/2018,C,17
LUCXT,15333,9/23/2018,9/23/2018,C,14
VNRZJ,15334,5/24/2018,5/24/2018,C,11
GEWZJ,15335,1/28/2018,1/28/2018,C,18
BIVDL,15336,5/27/2018,6/1/2018,C,8
GQPCS,15337,9/1/2018,9/5/2018,D,14
KEEMK,15338,9/7/2018,9/7/2018,C,14
IVNUM,15339,10/14/2018,10/18/2018,C,14
JUNJI,15340,5/20/2018,5/23/2018,B,14
XJGWG,15341,11/27/2018,11/30/2018,D,12
PYBAR,15342,5/4/2018,5/4/2018,B,18
UDKMJ,15343,9/5/2018,9/7/2018,A,10
JZCLA,15344,8/5/2018,8/8/2018,C,14
RIZQB,15345,6/27/2018,7/1/2018,C,18
HQGSQ,15346,8/14/2018,8/16/2018,C,14
KPVKS,15347,1/27/2018,2/1/2018,D,14
CXJLY,15347,5/14/2018,5/18/2018,D,6
URIQR,15348,1/10/2018,1/14/2018,D,13
LEECI,15349,3/25/2018,3/28/2018,B,14
IWSHV,15350,12/1/2017,12/4/2017,C,14
QGDTV,15350,2/18/2018,2/20/2018,A,18
NXXVN,15350,5/29/2018,6/2/2018,C,14
SEZQD,15350,10/24/2018,10/26/2018,C,18
UWFJL,15351,8/3/2018,8/8/2018,D,9
XOGAJ,15352,11/21/2018,11/24/2018,D,10
HWEQR,15353,1/28/2018,1/31/2018,D,11
ICXBH,15353,7/19/2018,7/20/2018,C,13
MLQFQ,15354,5/31/2018,6/2/2018,C,14
ZDYQH,15355,8/11/2018,8/13/2018,D,13
EZUBW,15356,2/18/2018,2/18/2018,C,16
VMETF,15357,11/25/2018,11/26/2018,A,13
NQVER,15358,10/31/2018,11/5/2018,B,14
HFDZF,15359,9/12/2018,9/12/2018,B,17
XHECX,15360,5/18/2018,5/23/2018,B,14
QXGWG,15361,10/7/2018,10/7/2018,B,11
RQVTE,15362,6/19/2018,6/20/2018,D,8
WMTPT,15363,1/26/2018,1/28/2018,A,17
VCHWG,15363,2/16/2018,2/21/2018,D,7
EYHBA,15363,9/27/2018,9/28/2018,C,10
AVCCI,15364,6/13/2018,6/13/2018,C,13
GVSMD,15364,10/31/2018,11/3/2018,B,11
UWIKF,15365,2/23/2018,2/23/2018,D,16
IUWKQ,15366,11/27/2018,11/27/2018,C,14
HIPSI,15367,5/7/2018,5/12/2018,C,14
MKMFL,15368,7/4/2018,7/6/2018,A,14
BVGNR,15369,8/19/2018,8/21/2018,C,11
EUPOJ,15370,12/7/2017,12/8/2017,C,13
TDUJS,15370,12/12/2017,12/17/2017,D,16
OPGUG,15370,8/14/2018,8/16/2018,C,14
XEBAU,15371,11/30/2018,12/3/2018,B,9
TKKYA,15372,5/29/2018,6/1/2018,A,9
ESWVP,15373,3/31/2018,4/3/2018,C,14
ZJCGU,15374,2/15/2018,2/15/2018,D,13
OPSPC,15375,4/2/2018,4/2/2018,B,14
DPMJG,15376,7/30/2018,8/4/2018,C,15
TFIQC,15377,12/30/2017,1/1/2018,C,17
NRCJV,15377,11/9/2018,11/11/2018,D,14
ZCLKZ,15378,2/8/2018,2/12/2018,C,13
WBCRS,15378,11/18/2018,11/20/2018,A,11
LNUHF,15379,3/22/2018,3/23/2018,B,14
ZZQLU,15380,7/25/2018,7/29/2018,D,13
NGNFR,15381,7/6/2018,7/7/2018,D,14
JKUJX,15382,2/9/2018,2/10/2018,C,14
IDGYW,15383,12/31/2017,1/3/2018,C,11
PWXPF,15383,8/28/2018,8/30/2018,A,17
DKMTB,15383,11/24/2018,11/28/2018,C,11
ZXJUM,15384,3/4/2018,3/6/2018,B,13
VJJTX,15385,6/5/2018,6/8/2018,D,12
ZXWHC,15385,10/4/2018,10/9/2018,D,13
HOPOV,15386,2/2/2018,2/5/2018,D,16
KCWRJ,15386,9/4/2018,9/9/2018,C,14
XAFUF,15387,12/25/2017,12/27/2017,A,18
SKBUJ,15388,4/3/2018,4/3/2018,B,14
LNIIC,15389,4/11/2018,4/11/2018,B,14
JFEPX,15390,6/2/2018,6/4/2018,C,14
YYBXG,15391,11/21/2018,11/23/2018,B,13
WINAZ,15392,10/22/2018,10/25/2018,A,16
TFGHK,15393,5/7/2018,5/11/2018,D,17
SDGPT,15394,1/31/2018,2/5/2018,C,19
ROOGW,15394,5/7/2018,5/11/2018,A,13
TZJVT,15394,5/15/2018,5/19/2018,A,6
ESVVK,15395,1/6/2018,1/8/2018,C,9
OSXIL,15395,10/21/2018,10/21/2018,A,14
JVNHX,15396,12/1/2017,12/4/2017,B,14
VFBIS,15396,1/31/2018,2/2/2018,D,17
RGRCH,15396,3/20/2018,3/20/2018,D,14
EJICQ,15396,10/15/2018,10/16/2018,D,18
HMRER,15397,4/29/2018,4/30/2018,B,13
XDFKH,15397,6/2/2018,6/6/2018,A,8
JIKCQ,15397,6/7/2018,6/10/2018,C,14
ODRUC,15397,11/21/2018,11/23/2018,B,14
HMPUF,15398,1/26/2018,1/26/2018,B,6
YRQAY,15398,1/31/2018,2/3/2018,B,13
TFNTP,15398,2/18/2018,2/18/2018,D,13
MZONK,15398,7/23/2018,7/23/2018,A,14
PEDJD,15398,8/16/2018,8/21/2018,D,14
XWPJP,15398,11/3/2018,11/8/2018,C,13
KFDNH,15399,7/1/2018,7/6/2018,B,14
QGADS,15399,7/15/2018,7/19/2018,C,12
SWJRQ,15399,11/22/2018,11/27/2018,B,18
YHBHE,15400,4/9/2018,4/13/2018,B,13
KOAIQ,15401,5/24/2018,5/24/2018,A,14
AAKRR,15402,1/23/2018,1/23/2018,D,9
TCDOZ,15402,9/12/2018,9/12/2018,C,14
SDHSC,15403,4/1/2018,4/2/2018,C,14
KANLU,15404,5/20/2018,5/21/2018,C,14
BCHBN,15405,6/28/2018,7/1/2018,B,10
SQICJ,15406,8/2/2018,8/6/2018,C,14
VLDKP,15407,12/22/2017,12/23/2017,A,17
DBPLB,15408,9/17/2018,9/20/2018,D,13
VDSKX,15409,3/8/2018,3/10/2018,B,9
KIMQX,15409,5/13/2018,5/16/2018,B,14
MZNEK,15409,8/23/2018,8/27/2018,D,14
YZJCO,15409,8/28/2018,8/28/2018,D,13
TYSDQ,15409,11/28/2018,12/2/2018,D,17
QPVSJ,15410,4/11/2018,4/15/2018,C,18
VGPBJ,15411,2/22/2018,2/22/2018,B,10
ASHTC,15412,12/8/2017,12/8/2017,C,17
YQFMM,15413,7/1/2018,7/2/2018,B,13
ZMBMQ,15414,4/26/2018,4/30/2018,A,13
XDNZQ,15415,11/16/2018,11/18/2018,C,13
YQNJH,15416,3/27/2018,4/1/2018,A,13
RQJRN,15417,10/6/2018,10/6/2018,D,7
ATTPE,15418,4/19/2018,4/23/2018,C,11
BHQTO,15418,9/9/2018,9/9/2018,B,10
IZKWG,15419,12/8/2017,12/9/2017,B,14
MVMOY,15420,12/4/2017,12/8/2017,D,14
VSESO,15420,8/20/2018,8/20/2018,D,15
TXKWZ,15421,3/15/2018,3/17/2018,D,11
AQAHD,15422,3/7/2018,3/12/2018,D,19
RKPQM,15423,8/19/2018,8/24/2018,C,16
ISLRE,15424,2/22/2018,2/25/2018,C,14
UVVAG,15425,11/11/2018,11/16/2018,A,18
RNGEX,15426,11/9/2018,11/9/2018,D,16
QXUSI,15427,2/17/2018,2/17/2018,A,10
KSQEG,15427,3/10/2018,3/13/2018,A,14
MSKZO,15427,3/31/2018,4/4/2018,B,14
ZWHKQ,15427,4/8/2018,4/10/2018,B,13
WLILU,15427,5/31/2018,6/3/2018,B,12
EANWP,15427,6/6/2018,6/7/2018,C,11
OGXUK,15427,6/23/2018,6/24/2018,B,14
NDJEX,15427,7/18/2018,7/22/2018,D,14
YDAKM,15427,11/4/2018,11/4/2018,C,13
QZTKL,15428,4/9/2018,4/13/2018,C,14
ZFFIJ,15429,6/8/2018,6/10/2018,B,13
ZSMEM,15430,6/24/2018,6/28/2018,D,13
XQLWB,15431,11/27/2018,12/2/2018,A,13
QLHUS,15432,6/22/2018,6/25/2018,D,7
DEIJZ,15433,5/1/2018,5/6/2018,C,15
FQEMW,15433,11/21/2018,11/24/2018,C,11
EZGOM,15434,6/17/2018,6/18/2018,C,7
IMCOQ,15435,9/29/2018,10/2/2018,D,14
DDMSW,15436,12/7/2017,12/12/2017,B,7
GARMX,15436,12/16/2017,12/16/2017,D,6
YVQWK,15436,7/29/2018,8/2/2018,B,13
XACHB,15437,11/5/2018,11/7/2018,B,12
OPSAG,15438,12/27/2017,1/1/2018,B,14
UIHKU,15438,11/10/2018,11/12/2018,B,14
PLMNY,15439,12/1/2017,12/4/2017,A,14
LPSGL,15439,5/27/2018,5/31/2018,B,14
RDALL,15439,9/16/2018,9/18/2018,C,7
LYCEJ,15440,11/25/2018,11/30/2018,A,14
ZSLOV,15441,4/11/2018,4/16/2018,C,13
ZUSKH,15442,1/29/2018,2/2/2018,B,13
RGVRL,15442,2/24/2018,3/1/2018,B,8
FPRUK,15443,9/7/2018,9/7/2018,B,18
DCNSV,15444,6/12/2018,6/16/2018,B,13
VFTYP,15445,5/25/2018,5/26/2018,D,9
HOWEK,15446,4/1/2018,4/2/2018,B,7
YFBKR,15447,3/26/2018,3/29/2018,B,13
IYGGY,15448,12/28/2017,12/29/2017,B,14
OLKYZ,15448,1/9/2018,1/14/2018,A,14
QCTDA,15448,1/29/2018,1/31/2018,C,7
GQJYM,15448,2/11/2018,2/14/2018,D,10
SRXTJ,15448,2/26/2018,3/1/2018,A,16
YAPYL,15448,3/7/2018,3/11/2018,D,13
GPYDZ,15448,4/11/2018,4/11/2018,B,14
KMUAP,15448,5/1/2018,5/6/2018,D,14
KPUXR,15448,6/13/2018,6/15/2018,C,14
GUZSK,15448,7/16/2018,7/18/2018,C,11
SZASR,15448,7/24/2018,7/24/2018,C,10
HFGDD,15448,9/10/2018,9/12/2018,C,11
RIURY,15448,9/24/2018,9/27/2018,D,17
WXIHR,15448,10/25/2018,10/29/2018,A,16
YXKQB,15448,10/31/2018,11/3/2018,A,13
WQBSV,15448,11/27/2018,12/2/2018,D,10
OOOZO,15449,7/19/2018,7/22/2018,D,14
ZAVUV,15450,7/2/2018,7/6/2018,C,13
KCWEQ,15451,3/19/2018,3/23/2018,D,14
RFGKL,15451,5/20/2018,5/20/2018,A,7
RCHFX,15451,8/3/2018,8/3/2018,C,14
PASMK,15452,6/4/2018,6/8/2018,B,14
OIUNC,15453,9/16/2018,9/20/2018,C,14
UUBIN,15454,12/22/2017,12/24/2017,A,14
KYGBC,15454,11/9/2018,11/9/2018,C,14
DUOAC,15455,2/17/2018,2/21/2018,D,17
IEVSY,15456,3/31/2018,4/4/2018,D,15
BOJXQ,15457,7/4/2018,7/4/2018,B,14
JQCDI,15458,9/8/2018,9/8/2018,B,14
BLFKB,15459,7/14/2018,7/16/2018,C,6
RKRPR,15460,2/6/2018,2/9/2018,C,14
RPAKL,15460,6/15/2018,6/15/2018,D,16
XJPYX,15460,11/26/2018,11/28/2018,D,15
MURVZ,15461,12/1/2017,12/4/2017,C,14
JACIO,15461,1/1/2018,1/3/2018,C,14
SHSCZ,15461,1/4/2018,1/9/2018,B,13
NRWXW,15461,5/16/2018,5/21/2018,C,14
LHXBJ,15461,6/11/2018,6/11/2018,A,14
VIGVP,15461,9/8/2018,9/12/2018,A,13
LKXWW,15462,6/11/2018,6/14/2018,B,14
ZDMMF,15463,11/5/2018,11/10/2018,B,13
ZEMHK,15464,8/26/2018,8/28/2018,D,13
LRCWU,15465,3/20/2018,3/20/2018,A,14
LYXYC,15466,8/1/2018,8/3/2018,A,14
NULJJ,15467,1/4/2018,1/5/2018,B,14
OSMYX,15467,3/3/2018,3/7/2018,A,14
CQJUK,15467,10/1/2018,10/6/2018,C,6
LUTQM,15467,10/9/2018,10/12/2018,B,14
IILXG,15468,11/25/2018,11/30/2018,B,14
CBGUA,15469,4/11/2018,4/13/2018,B,8
QWXDM,15470,7/26/2018,7/28/2018,D,8
JJAAL,15471,4/14/2018,4/16/2018,C,14
BHCGE,15472,2/8/2018,2/8/2018,B,10
NVFEV,15473,3/23/2018,3/26/2018,D,14
DKCFC,15474,2/24/2018,2/28/2018,C,19
OVOYZ,15474,5/31/2018,6/4/2018,B,14
XYDHQ,15475,3/4/2018,3/8/2018,D,13
UXCGN,15476,10/7/2018,10/11/2018,C,7
OORAV,15477,4/17/2018,4/18/2018,B,14
HIFKU,15478,5/8/2018,5/11/2018,C,9
WUJZS,15478,6/9/2018,6/13/2018,B,7
YIKQL,15478,10/22/2018,10/25/2018,D,13
CBERL,15479,6/20/2018,6/21/2018,C,8
PRPCO,15480,11/2/2018,11/4/2018,A,15
QKVNX,15481,6/28/2018,6/30/2018,C,10
VHVOG,15482,5/27/2018,5/31/2018,B,18
UQXVB,15483,10/15/2018,10/18/2018,C,17
BQCNF,15484,4/6/2018,4/8/2018,D,16
BSXZT,15485,7/3/2018,7/6/2018,B,10
KEWUK,15486,11/5/2018,11/10/2018,D,14
IHFLC,15487,6/10/2018,6/14/2018,D,14
DDQFK,15488,10/7/2018,10/11/2018,D,10
KBDRD,15489,1/23/2018,1/27/2018,C,14
TJOAF,15490,12/6/2017,12/11/2017,C,14
CFNRZ,15490,12/23/2017,12/24/2017,D,13
KERTD,15490,1/13/2018,1/14/2018,D,14
OIJXI,15490,5/10/2018,5/15/2018,B,14
RHXOF,15490,10/9/2018,10/10/2018,C,17
EICQR,15491,9/2/2018,9/3/2018,C,9
GLNOG,15491,10/3/2018,10/4/2018,A,7
KJCGN,15491,11/5/2018,11/7/2018,C,14
JHUTH,15492,12/19/2017,12/20/2017,C,14
OOZBN,15492,2/4/2018,2/5/2018,D,14
UVHWD,15493,4/10/2018,4/13/2018,D,16
JXWFM,15494,8/16/2018,8/21/2018,C,14
KSBTS,15495,2/22/2018,2/24/2018,C,14
UHORM,15496,12/5/2017,12/9/2017,A,12
OXRVN,15496,3/31/2018,3/31/2018,B,14
QNWBK,15496,5/9/2018,5/14/2018,C,9
AMSAN,15496,5/16/2018,5/21/2018,B,6
SBKJI,15496,7/13/2018,7/18/2018,A,12
USLMK,15496,8/17/2018,8/21/2018,C,7
WBJHL,15496,10/31/2018,11/2/2018,C,18
XSCZN,15496,11/25/2018,11/28/2018,C,13
BACQQ,15497,4/27/2018,5/2/2018,C,14
UMKSB,15497,5/5/2018,5/6/2018,B,14
DOHUX,15498,9/17/2018,9/18/2018,D,12
XVFHU,15499,3/15/2018,3/20/2018,D,13
ZCVKA,15499,4/24/2018,4/27/2018,D,13
UZURX,15500,2/6/2018,2/9/2018,B,14
GEVON,15500,7/14/2018,7/14/2018,B,7
SMLMM,15501,2/1/2018,2/6/2018,B,7
QDGZI,15502,7/23/2018,7/23/2018,C,7
LCVYL,15503,2/8/2018,2/12/2018,D,14
NDFPU,15504,1/25/2018,1/29/2018,C,14
XETOR,15504,7/8/2018,7/13/2018,C,13
RBYOJ,15505,12/31/2017,1/5/2018,A,11
YJLWJ,15505,2/4/2018,2/7/2018,B,13
LBOUQ,15505,10/10/2018,10/14/2018,A,14
ZYXFA,15506,7/2/2018,7/2/2018,B,13
NGYPO,15507,12/1/2017,12/2/2017,A,14
CBIGK,15507,1/6/2018,1/6/2018,C,7
JIKIJ,15507,7/19/2018,7/23/2018,C,14
YDWMC,15507,9/22/2018,9/24/2018,D,13
JUVGE,15508,7/7/2018,7/7/2018,D,14
SHXKK,15509,9/8/2018,9/13/2018,D,7
CVVRG,15510,8/11/2018,8/15/2018,C,11
CPDSJ,15511,5/17/2018,5/22/2018,B,6
RVQPN,15512,3/11/2018,3/13/2018,A,8
BIQCE,15513,2/18/2018,2/23/2018,C,18
IOODZ,15514,6/29/2018,6/30/2018,C,14
IMWBX,15515,10/3/2018,10/8/2018,C,14
SOEIF,15516,7/30/2018,7/30/2018,B,15
LCRPJ,15516,10/8/2018,10/12/2018,D,14
CSBZU,15516,10/30/2018,11/1/2018,C,18
PHZWQ,15517,12/17/2017,12/18/2017,B,14
LWONX,15517,12/27/2017,12/27/2017,D,14
DJSMY,15517,2/2/2018,2/4/2018,D,15
WVFVI,15517,2/22/2018,2/22/2018,D,19
DKXDW,15517,3/19/2018,3/19/2018,C,11
LMYSX,15517,6/8/2018,6/13/2018,A,14
TBAVO,15517,10/20/2018,10/21/2018,D,16
TIHKZ,15517,11/6/2018,11/11/2018,B,15
EURKI,15518,12/12/2017,12/14/2017,B,19
GIWDS,15519,12/14/2017,12/14/2017,B,18
EALOL,15520,2/5/2018,2/7/2018,B,10
SXBEF,15521,5/4/2018,5/9/2018,C,13
AMYET,15522,12/18/2017,12/19/2017,A,14
ZBPYQ,15523,12/6/2017,12/10/2017,B,13
VKBBI,15523,3/29/2018,3/30/2018,D,17
DRVNE,15523,4/27/2018,4/27/2018,C,11
WKUQH,15523,6/11/2018,6/16/2018,B,10
NOUHV,15523,10/5/2018,10/5/2018,A,14
LBPWR,15524,3/20/2018,3/22/2018,A,14
OWGBK,15525,1/1/2018,1/5/2018,B,14
EIJNH,15525,3/19/2018,3/20/2018,C,13
EIRKG,15525,4/14/2018,4/16/2018,C,9
YKIJC,15525,4/29/2018,5/1/2018,D,13
MWTRJ,15525,6/10/2018,6/15/2018,C,14
MTUKB,15525,6/11/2018,6/16/2018,D,14
GWRAH,15525,6/11/2018,6/12/2018,D,15
XMQDN,15525,7/12/2018,7/14/2018,D,11
EYUYA,15525,9/3/2018,9/5/2018,B,19
BGTNC,15525,9/11/2018,9/15/2018,D,19
EEWJA,15525,10/3/2018,10/4/2018,D,19
GIQVC,15525,11/24/2018,11/29/2018,D,7
HXWFA,15526,5/27/2018,5/30/2018,C,9
CVXML,15527,4/7/2018,4/8/2018,B,16
HILGB,15527,5/20/2018,5/22/2018,C,16
PGXSM,15527,6/4/2018,6/7/2018,A,14
RUOCY,15527,6/5/2018,6/7/2018,D,17
ERZVZ,15528,2/8/2018,2/13/2018,D,17
